"Japan", 2001
"Tokyo, Japan", 2008
"Shizuoka Prefecture, Japan", 1976
"Tokyo, Japan", 1987
"Japan", 2004
"Japan", 2005
"Tokyo, Japan", 2003
"Japan", 2005
"Chiba, Chiba", 1996
"Japan", 1992
"Osaka, Japan", 2007
"Osaka, Japan", 1995
"Kagoshima Prefecture, Japan", 2000
"Higashi\xc5\x8dsaka, Osaka", 2000
"Japan", 2000
"Akihabara, Tokyo, Japan", 2005
"Tokyo, Japan", 1998
"Japan", 1988
"Vienna, Virginia, United States", 2000
"Tokyo, Japan", 1974
"Zama, Kanagawa, Japan", 1998
"Japan", 1993
"Nara, Nara", 2007
"Japan", 2005
"Tokyo, Japan", 1999
"Japan", 1990
"Moriguchi, Osaka, Japan", 2006
"Fukuoka, Japan", 1993
"Hamamatsu, Shizuoka, Japan", 2007
"Japan", 1992
"Tokyo, Japan", 1987
"Adachi, Tokyo, Japan ", 2002
"Tokyo, Japan", 2001
"Japan", 2001
"Japan", 2002
"Chinatown, New York City", 1995
"Japan", 2001
"Japan", 2007
"Japan", 2009
"Japan", 1973
"Tokyo, Japan", 1990
"Tokyo, Japan", 1996
"Tokushima, Japan", 2000
"Japan", 2001
"Japan", 2012
"Japan", 1999
"Japan", 2001
"{{flagicon", 2001
"Japan", 2001
"Japan", 1999
"Hokkaido, Japan", 2009
"Japan", 1996
"Okinawa Prefecture, Japan", 2003
"Japan", 1996
"Japan", 2009
"Osaka, Japan", 2012
"Japan", 2002
"Japan", 1992
"Japan", 2000
"Japan", 2011
"Tokyo, Japan", 2011
"Japan", 1999
"Japan", 1989
"Japan", 2000
"Tokyo, Japan", 2011
"Japan", 1988
"Ikeda, Hokkaid\xc5\x8d", 1988
"Ch\xc5\x8dfu, Tokyo", 1988
"Kat\xc5\x8d District, Hokkaid\xc5\x8d", 1988
"Japan", 1997
"Tokyo, Japan", 2000
"Tokyo, Japan", 2009
"Kanagawa Prefecture, Japan", 2007
"Tokyo, Japan", 1996
"Tokyo, Japan", 2001
"Japan", 2002
"Saitama, Saitama", 2005
"Tokyo, Japan", 1998
"Japan", 1994
"Japan", 2003
"Japan", 1998
"Osaka Prefecture", 2007
"Japan", 2000
"Japan", 1967
"Japan", 2002
"Tokyo, Japan", 2004
"Hachi\xc5\x8dji, Tokyo", 2004
"Nagasaki, Japan", 1990
"Japan", 1999
"Japan", 2008
"Japan", 1995
"Japan", 2004
"Japan", 2009
"Japan", 2011
"Amami \xc5\x8cshima, Japan", 2001
"Japan", 1996
"Japan{{clarify", 2008
"Tokyo, Japan", 2011
"Yokohama", 2004
"Osaka, Osaka Prefecture, Japan", 2003
"Tokyo, Japan", 2007
"Tokyo, Japan", 2007
"Japan", 2008
"Quebec, Canada", 2009
"Osaka, Kobe and Kyoto, Japan", 2005
"Tokyo, Japan", 2003
"Higashi\xc5\x8dsaka, Osaka, Japan", 1995
"Dazaifu, Fukuoka", 1992
"Kawasaki, Kanagawa", 1994
"Fukuoka, Japan", 2011
"Nagoya, Japan", 1996
"Katsushika, Tokyo, Japan", 1985
"Tokyo/New York", 2001
"Japan", 2006
"Katsushika, Tokyo, Japan", 1997
"Matsue, Shimane, Japan", 2002
"Okinawa, Japan", 2000
"Osaka, Japan", 1997
"Taiwan", 2008
"Japan", 1996
"Funabashi, Chiba", 1998
"Tsuchiura, Ibaraki, Japan", 1983
"Takanabe, Miyazaki, Japan", 1986
"Tsuyama, Okayama, Japan", 1985
"Ibaraki Prefecture", 1985
"Tokyo, Japan", 1993
"Yokosuka, Kanagawa, Japan", 2000
"Oahu, Hawaii, United States", 2005
"Osaka, Japan", 1996
"Tokyo, Japan", 2009
" Kanagawa, Japan", 1992
"Japan", 2013
"Japan", 1994
"Osaka, Osaka", 2006
"Japan", 2004
"South Korea", 2004
"Tokyo, Japan", 1995
"Sapporo, Hokkaido, Japan", 2003
"Matsusaka, Mie, Japan", 2008
"Osaka, Japan", 2002
"Tokyo, Japan", 2001
"Toyota, Aichi", 2004
"Sapporo, Japan", 2001
"Sawara-ku, Fukuoka, Japan", 1999
"Japan", 1993
"Ashibetsu, Hokkaid\xc5\x8d, Japan", 1998
"Kumamoto-ken, Japan", 2001
"Tokyo, Japan", 2004
"Japan", 1997
"Japan", 1996
"Kyoto, Japan", 2003
"Osaka, Japan", 1998
"Tokyo, Japan", 1998
"Japan", 1982
"Yokohama, Kanagawa Prefecture", 2000
"Sapporo, Hokkaido, Japan", 2000
"Chikuma, Nagano", 2002
"Yokohama, Kanagawa, Japan", 1969
"Japan", 2002
"Japan", 1989
"Japan", 2003
"Japan", 1997
"Chiba Prefecture", 1997
"Tokyo, Japan", 1993
"Akihabara, Tokyo, Japan", 2005
"Japan", 1999
"Toshima, Tokyo, Japan", 1996
"Kobe, Hy\xc5\x8dgo Prefecture, Japan", 2008
"Hachi\xc5\x8dji, Tokyo, Japan", 1968
"Okinawa, Japan", 1995
"Yokohama, Japan", 2006
"Sapporo, Hokkaido, Japan", 1997
"Tokyo, Japan", 1999
"Japan", 1997
"Japan", 2003
"Japan", 2008
"Kitakyushu, Fukuoka", 1999
"Japan", 1990
"Minato, Tokyo", 1982
"Saitama Prefecture", 2004
"Kyoto, Japan", 2002
"Okinawa Prefecture", 1997
"Konohana-ku, Osaka", 1999
"Kitami, Hokkaido", 1999
"Aichi Prefecture, Japan", 2005
"Okinawa, Japan", 1998
"Japan", 2000
"Osaka Prefecture", 1987
"Tokyo, Japan", 1997
"Japan", 2005
"Shibuya, Tokyo, Japan", 1989
"Tokyo, Japan", 2001
"Sapporo, Hokkaid\xc5\x8d, Japan", 1975
"Kiyose, Tokyo, Japan", 1982
"Hioki, Kagoshima, Japan", 2001
"Saitama, Saitama", 2004
"Ishigaki, Okinawa", 1989
"Katsushika, Tokyo, Japan", 1996
"Osaka, Japan", 2011
"Akihabara, Tokyo, Japan", 2008
"Nagoya, Aichi Prefecture, Japan", 1999
"Nogizaka, Tokyo, Japan", 2011
"Tokyo, Japan", 2011
"Japan", 2010
"Kanazawa-ku, Yokohama, Japan", 1970
"Sapporo, Hokkaid\xc5\x8d, Japan", 1989
"Hashima Island, Nagasaki Prefecture ", 1993
"Japan", 2000
"Itami, Hy\xc5\x8dgo Prefecture", 1980
"Nango, Minaminaka, Miyazaki", 2000
"Mitaka, Tokyo, Japan", 1994
"Tokyo, Japan", 2006
"Japan", 2007
"Hy\xc5\x8dgo prefecture, Japan", 1998
"Okinawa, Japan", 2001
"Japan", 1992
"Suminoe-ku, Osaka, Japan", 2003
"Sabae, Fukui", 1999
"Japan", 2009
"Hiroshima Prefecture, Japan", 2000
"Kobe, Hy\xc5\x8dgo Prefecture, Japan", 2009
"Tokyo, Japan", 1985
"Tokyo, Japan", 1976
"Innoshima, Hiroshima", 1994
"Japan", 1983
"Japan", 1998
"Japan", 2012
"Kyoto, Japan", 1996
"Saitama, Saitama", 2002
"Sendai, Japan", 2010
"Kanagawa, Japan", 1994
"Japan", 1996
"Japan", 1997
"Japan", 2003
"Nagasaki, Nagasaki prefecture", 1973
"Japan", 2010
"Minato, Tokyo, Japan", 1995
"Kanagawa Prefecture", 2000
"Japan", 2007
"Akihabara, Tokyo, Japan", 2008
"Sakyo-ku, Kyoto", 1967
"Tokyo, Japan", 2004
"Akihabara, Tokyo, Japan", 2009
"Tokyo, Japan", 1992
"Tokyo, Japan", 1993
"Tokyo, Japan", 2007
"Tokyo, Japan", 2011
"Setagaya, Tokyo", 1998
"Sapporo, Hokkaid\xc5\x8d, Japan", 1998
"Shizunai, Hokkaido, Japan", 2000
"Higashimurayama, Tokyo", 1995
"Hiroshima, Japan", 1990
"Japan", 2008
"Chiba, Chiba", 2005
"Nagoya, Japan", 2008
"Japan", 1988
"Kochi Prefecture, Shikoku, Japan", 2002
"Kanagawa, Japan", 1978
"Shizuoka Prefecture", 1987
"Okinawa, Japan", 2007
"Tokyo, Japan", 1998
"Japan", 1999
"Osaka, Japan", 2004
"Aomori Prefecture", 1995
"Japan", 2007
"Japan", 2003
"Matsuyama, Ehime", 2004
"Imabari, Ehime", 2003
"Tokyo, Japan", 2010
"Japan", 1992
"Japan", 1990
"Kakogawa, Hy\xc5\x8dgo", 2006
"Shiogama, Miyagi", 2005
"Tokyo, Japan", 2005
"Wakayama, Japan", 2001
"Sapporo, Hokkaid\xc5\x8d, Japan", 2007
"Nagoya, Aichi Prefecture", 2011
"Tokyo, Japan", 2006
"Tokyo, Japan", 2005
"Japan", 2002
"Shiga Prefecture, Japan", 1991
"Japan", 1998
"Yokohama, Kanagawa, Japan", 2004
"Japan", 2003
"Western Tokyo", 1983
"Japan", 1994
"Tokyo", 2004
"Japan", 2003
"Japan", 1992
"Japan", 1979
"Higashiosaka, Osaka", 1988
"Japan", 1995
"Tokyo, Japan", 2001
"Tomigusuku, Okinawa, Japan", 1995
"Osaka, Japan", 1988
"Kusatsu, Shiga, Japan", 2000
"Tokyo, Japan", 2004
"Tokyo, Japan", 1995
"Japan", 2010
"Tokyo, Japan", 2004
"Japan", 2002
"Kyoto Prefecture", 1985
"Akihabara, Tokyo, Japan", 2006
"Hokkaid\xc5\x8d, Japan", 1994
"Tokyo, Japan", 1988
"Japan", 1995
"Japan", 1999
"Toyonaka, Osaka, Japan", 1999
"Ikebukuro, Toshima, Tokyo (ward)", 1973
"H\xc5\x8dfu, Yamaguchi Prefecture", 1995
"Tokyo, Japan", 1999
"Yokohama, Kanagawa Prefecture", 1999
"Ikeda, Hokkaido, Japan", 1988
"Seoul, South Korea", 2004
"Sendai, Miyagi, Japan", 1988
"Yokohama, Japan", 1997
"Japan", 1991
"Sapporo, Japan", 1999
"Japan", 2003
